word,guess,solution_w,frequency,negative,neutral,positive,remaining_mean,remaining_median
botch,1.0,1.0,1.103935e-07,0.0,1.0,0.0,1650.74168467,868.0
glyph,1.0,1.0,3.1236520000000004e-07,0.0,1.0,0.0,2060.06479482,868.0
betel,1.0,1.0,3.817678e-07,0.0,1.0,0.0,1151.65140389,868.0
twirl,1.0,1.0,5.34403e-07,0.0,1.0,0.0,968.797408207,869.0
covey,1.0,1.0,6.394426e-07,0.0,1.0,0.0,1112.40777538,870.0
viper,1.0,1.0,1.05921e-06,0.0,1.0,0.0,1026.85097192,870.0
bribe,1.0,1.0,2.237022e-06,1.0,0.0,0.0,1161.66349892,871.0
woken,1.0,1.0,2.74157e-06,0.0,1.0,0.0,1189.20302376,871.0
pubic,1.0,1.0,1.4780499999999998e-06,0.0,1.0,0.0,1836.15939525,872.0
found,1.0,1.0,0.0003934374,0.0,1.0,0.0,1619.92354212,872.0
brisk,1.0,1.0,2.858436e-06,0.0,0.0,1.0,1030.82332613,873.0
spool,1.0,1.0,6.157726e-07,0.0,1.0,0.0,1269.11533477,874.0
sloop,1.0,1.0,9.091228e-07,0.0,1.0,0.0,1261.08293737,874.0
roger,1.0,1.0,1.580668e-05,0.0,1.0,0.0,1101.18531317,874.0
flank,1.0,1.0,4.544754e-06,0.0,1.0,0.0,1401.82764579,875.0
detox,1.0,1.0,6.62541e-07,0.0,1.0,0.0,1157.68639309,876.0
staff,1.0,1.0,7.54847e-05,0.0,1.0,0.0,1331.55766739,876.0
bleak,1.0,1.0,3.4861260000000003e-06,0.0,1.0,0.0,1032.03110151,878.0
widen,1.0,1.0,2.431158e-06,0.0,1.0,0.0,1155.92095032,879.0
newer,1.0,1.0,5.585931999999999e-06,0.0,1.0,0.0,1298.99049676,879.0
forum,1.0,1.0,1.400108e-05,0.0,1.0,0.0,1464.04406048,879.0
devil,1.0,1.0,2.439764e-05,1.0,0.0,0.0,1162.77580994,879.0
think,1.0,1.0,0.0004720592,0.0,1.0,0.0,1557.19092873,879.0
annul,1.0,1.0,3.806556e-07,0.0,1.0,0.0,1417.63801296,880.0
natal,1.0,1.0,2.152084e-06,0.0,1.0,0.0,1080.5399568,880.0
vague,1.0,1.0,1.2424460000000002e-05,1.0,0.0,0.0,1043.48639309,880.0
youth,1.0,1.0,5.324114e-05,0.0,1.0,0.0,1329.3663067,881.0
rumba,1.0,1.0,1.812032e-07,0.0,1.0,0.0,1292.58142549,883.0
ditty,1.0,1.0,3.090128000000001e-07,0.0,1.0,0.0,1925.59913607,883.0
tough,1.0,1.0,1.736112e-05,1.0,0.0,0.0,1455.89114471,883.0
giver,1.0,1.0,1.913814e-06,0.0,0.0,1.0,1088.80604752,884.0
fiber,1.0,1.0,1.634886e-05,0.0,1.0,0.0,1002.15507559,884.0
winch,1.0,1.0,8.013344e-07,0.0,1.0,0.0,2004.92742981,885.0
mucky,1.0,1.0,1.611552e-07,0.0,1.0,0.0,2580.46522678,886.0
unlit,1.0,1.0,5.621308e-07,0.0,1.0,0.0,980.400863931,887.0
feign,1.0,1.0,6.713026e-07,0.0,1.0,0.0,1268.86177106,887.0
await,1.0,1.0,3.736836e-06,0.0,0.0,1.0,1381.73218143,887.0
until,1.0,1.0,0.0003000674,0.0,1.0,0.0,1003.86825054,887.0
fudge,1.0,1.0,1.0766114e-06,0.0,1.0,0.0,1583.12656587,888.0
brink,1.0,1.0,3.465334e-06,0.0,1.0,0.0,1388.92483801,888.0
toxic,1.0,1.0,1.2547939999999998e-05,0.0,1.0,0.0,1474.8237581,890.0
input,1.0,1.0,4.182678e-05,0.0,1.0,0.0,1324.40172786,890.0
koala,1.0,1.0,2.284128e-07,0.0,1.0,0.0,1270.77840173,891.0
never,1.0,1.0,0.0004698317999999,0.0,1.0,0.0,1403.94902808,891.0
exile,1.0,1.0,1.007281e-05,0.0,1.0,0.0,1480.33218143,892.0
lingo,1.0,1.0,5.366899999999999e-07,0.0,1.0,0.0,1141.12570194,893.0
green,1.0,1.0,0.0001065114,0.0,1.0,0.0,1165.39049676,893.0
lofty,1.0,1.0,4.62448e-06,0.0,1.0,0.0,1306.6237581,894.0
basis,1.0,1.0,9.32845e-05,0.0,1.0,0.0,950.600863931,895.0
bitty,1.0,1.0,2.508606e-07,0.0,1.0,0.0,2131.61987041,896.0
swoon,1.0,1.0,8.022820000000001e-07,0.0,1.0,0.0,1612.49028078,897.0
kitty,1.0,1.0,6.174878000000001e-06,0.0,1.0,0.0,2203.85615551,897.0
tenet,1.0,1.0,1.27876e-06,0.0,1.0,0.0,1499.56155508,898.0
venom,1.0,1.0,2.417992e-06,0.0,1.0,0.0,1212.82591793,898.0
wrong,1.0,1.0,0.000107048,1.0,0.0,0.0,1462.00345572,898.0
joker,1.0,1.0,9.53086e-07,0.0,0.0,1.0,1151.35421166,899.0
stoop,1.0,1.0,1.88006e-06,0.0,1.0,0.0,1344.70842333,900.0
clerk,1.0,1.0,1.1216038e-05,0.0,1.0,0.0,944.065658747,901.0
butte,1.0,1.0,7.771360000000001e-07,0.0,1.0,0.0,1515.78358531,903.0
pluck,1.0,1.0,2.213482e-06,0.0,1.0,0.0,2075.49892009,903.0
witty,1.0,1.0,2.28608e-06,0.0,1.0,0.0,2299.14600432,903.0
flint,1.0,1.0,4.193344e-06,0.0,1.0,0.0,1238.03844492,904.0
touch,1.0,1.0,6.440013999999999e-05,0.0,1.0,0.0,1403.46349892,904.0
riper,1.0,1.0,1.874004e-07,0.0,1.0,0.0,1071.03282937,905.0
recur,1.0,1.0,1.3447239999999998e-06,0.0,1.0,0.0,1247.89676026,905.0
piper,1.0,1.0,4.409272e-06,0.0,1.0,0.0,1114.37192225,905.0
billy,1.0,1.0,1.540694e-05,0.0,1.0,0.0,2215.74686825,905.0
loyal,1.0,1.0,1.0205768e-05,0.0,0.0,1.0,1258.78488121,906.0
godly,1.0,1.0,3.020308e-06,0.0,1.0,0.0,1492.79006479,908.0
fetch,1.0,1.0,6.9107e-06,0.0,1.0,0.0,1401.1524838,908.0
mogul,1.0,1.0,6.071234e-07,0.0,1.0,0.0,1531.5049676,909.0
undue,1.0,1.0,3.022344e-06,0.0,1.0,0.0,1567.54686825,909.0
optic,1.0,1.0,5.0226200000000005e-06,0.0,1.0,0.0,1206.8924406,909.0
boxer,1.0,1.0,2.3675800000000003e-06,0.0,1.0,0.0,1156.8950324,910.0
nymph,1.0,1.0,1.388424e-06,0.0,1.0,0.0,2191.15939525,912.0
vowel,1.0,1.0,3.680374e-06,0.0,1.0,0.0,1232.48941685,912.0
quake,1.0,1.0,9.859632e-07,0.0,1.0,0.0,1216.24838013,914.0
mouth,1.0,1.0,0.0001183913999999,0.0,1.0,0.0,1435.89028078,914.0
downy,1.0,1.0,6.436432000000001e-07,0.0,1.0,0.0,1808.10151188,915.0
nutty,1.0,1.0,6.938174e-07,0.0,1.0,0.0,2075.7425486,915.0
clink,1.0,1.0,7.787540000000001e-07,0.0,1.0,0.0,1476.16155508,915.0
dolly,1.0,1.0,3.563582e-06,0.0,1.0,0.0,1897.53218143,915.0
dilly,1.0,1.0,3.6725700000000004e-07,0.0,1.0,0.0,2006.55593952,916.0
wound,1.0,1.0,2.73388e-05,0.0,1.0,0.0,1644.84535637,916.0
conic,1.0,1.0,3.78734e-07,0.0,1.0,0.0,1661.78963283,917.0
ionic,1.0,1.0,5.003394e-06,0.0,1.0,0.0,1679.44190065,917.0
jumpy,1.0,1.0,5.884974000000001e-07,1.0,0.0,0.0,3318.00691145,918.0
cycle,1.0,1.0,4.32497e-05,0.0,1.0,0.0,1400.75464363,918.0
blimp,1.0,1.0,1.580584e-07,0.0,1.0,0.0,1731.83930886,919.0
puffy,1.0,1.0,1.437772e-06,0.0,1.0,0.0,3724.71360691,919.0
frisk,1.0,1.0,4.787113999999999e-07,0.0,1.0,0.0,1147.07732181,920.0
event,1.0,1.0,7.952582e-05,0.0,1.0,0.0,1643.40561555,920.0
muddy,1.0,1.0,4.566792000000001e-06,0.0,1.0,0.0,3233.49762419,921.0
moody,1.0,1.0,3.295178e-06,1.0,0.0,0.0,2496.82678186,924.0
harsh,1.0,1.0,1.359028e-05,1.0,0.0,0.0,977.910583153,924.0
welch,1.0,1.0,2.204274e-06,0.0,1.0,0.0,1353.7300216,927.0
aroma,1.0,1.0,3.729052e-06,0.0,1.0,0.0,1143.49978402,927.0
filly,1.0,1.0,3.7023020000000004e-07,0.0,1.0,0.0,2446.95291577,928.0
parry,1.0,1.0,2.019092e-06,0.0,1.0,0.0,1383.03585313,932.0
limbo,1.0,1.0,1.1427340000000002e-06,0.0,1.0,0.0,1348.60302376,933.0
chump,1.0,1.0,2.366464e-07,0.0,1.0,0.0,2502.83412527,934.0
lorry,1.0,1.0,1.46778e-06,0.0,1.0,0.0,1249.02116631,935.0
buddy,1.0,1.0,6.332234e-06,0.0,1.0,0.0,3392.22807775,935.0
penny,1.0,1.0,1.0257998e-05,0.0,1.0,0.0,1663.23974082,935.0
belly,1.0,1.0,1.508164e-05,0.0,1.0,0.0,1720.24233261,935.0
gouge,1.0,1.0,4.133986e-07,0.0,1.0,0.0,1404.29892009,937.0
foamy,1.0,1.0,4.599304e-07,0.0,1.0,0.0,1241.72526998,937.0
dodge,1.0,1.0,3.939022e-06,0.0,1.0,0.0,1522.48207343,938.0
dough,1.0,1.0,7.653244e-06,0.0,1.0,0.0,1724.56803456,938.0
digit,1.0,1.0,4.170674e-06,0.0,1.0,0.0,2148.02030238,939.0
drool,1.0,1.0,6.760202000000001e-07,0.0,1.0,0.0,1314.81684665,940.0
rabid,1.0,1.0,8.49383e-07,0.0,1.0,0.0,874.894168467,940.0
skunk,1.0,1.0,8.843975999999999e-07,0.0,1.0,0.0,1988.22980562,940.0
fella,1.0,1.0,1.2775999999999998e-06,0.0,1.0,0.0,1291.74298056,940.0
judge,1.0,1.0,5.186556e-05,0.0,1.0,0.0,1863.16457883,940.0
would,1.0,1.0,0.001704932,0.0,1.0,0.0,1474.787473,940.0
tweak,1.0,1.0,7.329592e-07,0.0,1.0,0.0,1051.19481641,942.0
condo,1.0,1.0,1.960344e-06,0.0,1.0,0.0,2035.7161987,943.0
coach,1.0,1.0,1.97629e-05,0.0,1.0,0.0,1579.64060475,945.0
rower,1.0,1.0,1.646084e-07,0.0,1.0,0.0,1232.39179266,946.0
throw,1.0,1.0,2.839144e-05,0.0,1.0,0.0,1312.11015119,947.0
loopy,1.0,1.0,2.297622e-07,0.0,1.0,0.0,2001.73045356,948.0
eking,1.0,1.0,1.19273e-07,0.0,1.0,0.0,1439.99308855,949.0
pixie,1.0,1.0,8.880978e-07,0.0,1.0,0.0,2014.58574514,949.0
booty,1.0,1.0,1.553676e-06,0.0,1.0,0.0,2058.39913607,949.0
chunk,1.0,1.0,2.9450000000000006e-06,0.0,1.0,0.0,2317.28077754,952.0
pixel,1.0,1.0,4.08482e-06,0.0,1.0,0.0,1206.78099352,952.0
pouch,1.0,1.0,3.4844400000000003e-06,0.0,1.0,0.0,1728.67775378,953.0
blink,1.0,1.0,4.804858e-06,0.0,1.0,0.0,1628.8924406,953.0
ghoul,1.0,1.0,4.094318e-07,0.0,1.0,0.0,1434.07343413,955.0
hilly,1.0,1.0,1.065799e-06,0.0,1.0,0.0,1982.14643629,955.0
cheap,1.0,1.0,1.40973e-05,0.0,1.0,0.0,1035.90237581,955.0
night,1.0,1.0,0.0002603856,0.0,1.0,0.0,1500.94470842,956.0
vapor,1.0,1.0,6.693542000000001e-06,0.0,1.0,0.0,1012.46263499,957.0
floss,1.0,1.0,7.114194e-07,0.0,1.0,0.0,1357.76414687,958.0
thump,1.0,1.0,2.498024e-06,0.0,1.0,0.0,2035.53434125,958.0
holly,1.0,1.0,7.85362e-06,0.0,1.0,0.0,1904.39481641,958.0
given,1.0,1.0,0.0003021832,0.0,1.0,0.0,1328.65053996,961.0
pivot,1.0,1.0,2.711766e-06,0.0,1.0,0.0,1383.69460043,962.0
video,1.0,1.0,4.036538e-05,0.0,1.0,0.0,1049.89416847,963.0
bigot,1.0,1.0,3.382022000000001e-07,0.0,1.0,0.0,1279.58142549,964.0
vinyl,1.0,1.0,2.79678e-06,0.0,1.0,0.0,1626.76846652,964.0
larva,1.0,1.0,9.263142e-07,0.0,1.0,0.0,1425.48077754,965.0
fritz,1.0,1.0,3.216402e-06,0.0,1.0,0.0,1695.60604752,967.0
enema,1.0,1.0,5.189676e-07,0.0,1.0,0.0,1155.7511879,968.0
willy,1.0,1.0,2.36498e-06,0.0,1.0,0.0,2358.27602592,968.0
rover,1.0,1.0,2.434362e-06,0.0,1.0,0.0,1313.78142549,970.0
debug,1.0,1.0,8.173186e-07,0.0,1.0,0.0,1565.29719222,974.0
apply,1.0,1.0,5.697018e-05,0.0,1.0,0.0,1880.66133909,974.0
bongo,1.0,1.0,2.399334e-07,0.0,1.0,0.0,2635.54168467,977.0
going,1.0,1.0,0.0004239276,0.0,1.0,0.0,1874.55982721,977.0
wooly,1.0,1.0,1.4223620000000001e-07,0.0,1.0,0.0,2248.39654428,978.0
pesky,1.0,1.0,5.19979e-07,1.0,0.0,0.0,1121.85226782,978.0
woven,1.0,1.0,5.161908e-06,0.0,1.0,0.0,1330.74643629,978.0
goody,1.0,1.0,8.108012e-07,0.0,1.0,0.0,2562.80604752,979.0
vomit,1.0,1.0,2.325766e-06,0.0,1.0,0.0,1387.05226782,980.0
inner,1.0,1.0,4.233318e-05,0.0,1.0,0.0,988.030237581,980.0
fling,1.0,1.0,2.4367920000000003e-06,0.0,1.0,0.0,1774.06652268,983.0
cough,1.0,1.0,7.2007360000000005e-06,0.0,1.0,0.0,1805.50712743,984.0
marry,1.0,1.0,2.7549300000000004e-05,0.0,1.0,0.0,1413.21598272,984.0
motif,1.0,1.0,4.473966e-06,0.0,1.0,0.0,1344.6812095,991.0
junto,1.0,1.0,2.985758e-07,0.0,1.0,0.0,1649.23801296,995.0
filth,1.0,1.0,1.94586e-06,0.0,1.0,0.0,1466.80259179,1000.0
banal,1.0,1.0,1.2266e-06,0.0,1.0,0.0,1486.76587473,1001.0
waltz,1.0,1.0,2.000238e-06,0.0,1.0,0.0,1506.03239741,1003.0
hello,1.0,1.0,1.7276659999999997e-05,0.0,1.0,0.0,1193.01166307,1003.0
jerky,1.0,1.0,1.21832e-06,0.0,1.0,0.0,1499.12224622,1004.0
dingo,1.0,1.0,3.2949e-07,0.0,1.0,0.0,1448.8574514,1006.0
fishy,1.0,1.0,7.629442e-07,0.0,1.0,0.0,1464.95550756,1006.0
vogue,1.0,1.0,1.853254e-06,0.0,1.0,0.0,1283.4937365,1006.0
exert,1.0,1.0,5.479794e-06,0.0,1.0,0.0,1555.13434125,1006.0
idiot,1.0,1.0,7.863608e-06,1.0,0.0,0.0,1522.21555076,1006.0
quoth,1.0,1.0,1.1567384e-06,0.0,1.0,0.0,1952.08984881,1007.0
folio,1.0,1.0,1.866576e-06,0.0,1.0,0.0,1759.29157667,1007.0
defer,1.0,1.0,1.904524e-06,1.0,0.0,0.0,1537.72829374,1007.0
woody,1.0,1.0,2.984542e-06,0.0,1.0,0.0,2836.41684665,1008.0
harry,1.0,1.0,2.76614e-05,0.0,1.0,0.0,1327.20950324,1008.0
humph,1.0,1.0,7.971477999999999e-07,0.0,1.0,0.0,3461.80647948,1009.0
booth,1.0,1.0,8.216102e-06,0.0,1.0,0.0,2221.89157667,1010.0
favor,1.0,1.0,2.74147e-05,0.0,0.0,1.0,1162.99956803,1013.0
cinch,1.0,1.0,3.410194e-07,0.0,1.0,0.0,2375.56285097,1014.0
bough,1.0,1.0,9.064482e-07,0.0,1.0,0.0,1981.97710583,1014.0
unfed,1.0,1.0,7.367205999999999e-08,0.0,1.0,0.0,1306.83714903,1015.0
gully,1.0,1.0,1.280928e-06,0.0,1.0,0.0,2661.13174946,1016.0
vigor,1.0,1.0,2.356196e-06,0.0,0.0,1.0,1358.45572354,1016.0
motto,1.0,1.0,2.922292e-06,0.0,1.0,0.0,2811.10928726,1016.0
weigh,1.0,1.0,5.571156e-06,0.0,1.0,0.0,1372.80086393,1019.0
axion,1.0,1.0,6.545622e-08,0.0,1.0,0.0,1188.10021598,1021.0
match,1.0,1.0,3.460136e-05,0.0,1.0,0.0,1323.66695464,1021.0
dummy,1.0,1.0,3.331328e-06,0.0,1.0,0.0,3236.28725702,1022.0
pique,1.0,1.0,5.589744000000001e-07,1.0,0.0,0.0,1363.52181425,1024.0
bully,1.0,1.0,3.503742e-06,1.0,0.0,0.0,2739.70237581,1025.0
drill,1.0,1.0,6.997574e-06,0.0,1.0,0.0,1323.40863931,1026.0
wooer,1.0,1.0,9.326172e-08,0.0,1.0,0.0,1227.9524838,1027.0
dully,1.0,1.0,6.637206000000001e-07,1.0,0.0,0.0,2408.74816415,1028.0
speck,1.0,1.0,1.854064e-06,0.0,1.0,0.0,1129.43887689,1028.0
wrung,1.0,1.0,1.514482e-06,0.0,1.0,0.0,1731.0600432,1029.0
sniff,1.0,1.0,2.112416e-06,0.0,1.0,0.0,1715.91576674,1030.0
awful,1.0,1.0,1.57734e-05,1.0,0.0,0.0,1656.6699784,1030.0
fleck,1.0,1.0,4.634712e-07,0.0,1.0,0.0,1617.39611231,1033.0
wispy,1.0,1.0,6.422342e-07,0.0,1.0,0.0,1485.46781857,1033.0
libel,1.0,1.0,1.56705e-06,0.0,1.0,0.0,1281.48164147,1033.0
major,1.0,1.0,0.000145607,0.0,1.0,0.0,1133.72915767,1033.0
lapel,1.0,1.0,5.881994e-07,0.0,1.0,0.0,962.553779698,1034.0
label,1.0,1.0,1.890204e-05,0.0,1.0,0.0,1046.61900648,1034.0
alarm,1.0,1.0,1.5956980000000002e-05,1.0,0.0,0.0,1201.01943844,1036.0
icing,1.0,1.0,1.9870840000000004e-06,0.0,1.0,0.0,2511.62764579,1037.0
blunt,1.0,1.0,5.669918e-06,0.0,1.0,0.0,1284.47041037,1037.0
villa,1.0,1.0,7.399578e-06,0.0,1.0,0.0,1795.15507559,1037.0
odder,1.0,1.0,1.6255040000000008e-07,0.0,1.0,0.0,1197.54989201,1038.0
drown,1.0,1.0,3.3645140000000005e-06,1.0,0.0,0.0,1312.33261339,1038.0
grill,1.0,1.0,4.278865999999999e-06,0.0,1.0,0.0,1467.66738661,1040.0
equal,1.0,1.0,6.838432e-05,0.0,1.0,0.0,1152.59006479,1040.0
conch,1.0,1.0,5.179536e-07,0.0,1.0,0.0,2255.98185745,1041.0
beget,1.0,1.0,5.475892000000001e-07,0.0,1.0,0.0,1486.02937365,1041.0
stiff,1.0,1.0,1.123804e-05,0.0,1.0,0.0,1665.20172786,1041.0
opium,1.0,1.0,3.569046e-06,0.0,1.0,0.0,1408.17019438,1042.0
ninth,1.0,1.0,8.289214e-06,0.0,1.0,0.0,1931.1524838,1043.0
agora,1.0,1.0,8.215696e-07,0.0,1.0,0.0,1205.52699784,1045.0
udder,1.0,1.0,2.635154e-07,0.0,1.0,0.0,1386.58488121,1047.0
swoop,1.0,1.0,1.1176800000000002e-06,0.0,1.0,0.0,1910.37710583,1047.0
watch,1.0,1.0,7.34427e-05,0.0,1.0,0.0,1490.86133909,1047.0
wreck,1.0,1.0,4.713624000000001e-06,1.0,0.0,0.0,1432.06220302,1048.0
unfit,1.0,1.0,2.294658e-06,0.0,1.0,0.0,1532.6950324,1049.0
batch,1.0,1.0,7.053304e-06,0.0,1.0,0.0,1344.07257019,1049.0
fully,1.0,1.0,7.158172e-05,0.0,1.0,0.0,2939.35982721,1050.0
toddy,1.0,1.0,2.772338e-07,0.0,1.0,0.0,1896.71663067,1051.0
unwed,1.0,1.0,3.274464e-07,0.0,1.0,0.0,1328.92829374,1055.0
flack,1.0,1.0,3.394454000000001e-07,0.0,1.0,0.0,1678.7511879,1056.0
missy,1.0,1.0,1.91137e-06,0.0,1.0,0.0,1602.23326134,1056.0
fatal,1.0,1.0,1.201946e-05,1.0,0.0,0.0,1510.22937365,1056.0
fleet,1.0,1.0,1.487694e-05,0.0,1.0,0.0,1268.08682505,1056.0
vying,1.0,1.0,6.945894e-07,0.0,1.0,0.0,2255.98488121,1057.0
swami,1.0,1.0,1.412986e-06,0.0,1.0,0.0,922.383585313,1057.0
grown,1.0,1.0,3.785098e-05,0.0,1.0,0.0,1474.55809935,1057.0
pupal,1.0,1.0,1.1876946e-07,0.0,1.0,0.0,1701.06522678,1058.0
geese,1.0,1.0,2.016064e-06,0.0,1.0,0.0,1564.28207343,1061.0
query,1.0,1.0,1.0179494e-05,0.0,1.0,0.0,1322.49848812,1061.0
howdy,1.0,1.0,3.79938e-07,0.0,1.0,0.0,2123.56241901,1062.0
alibi,1.0,1.0,1.534254e-06,0.0,1.0,0.0,1559.07473002,1064.0
oxide,1.0,1.0,1.1343414e-05,0.0,1.0,0.0,1142.21166307,1065.0
coyly,1.0,1.0,4.2538860000000003e-07,0.0,1.0,0.0,1876.29071274,1066.0
lupus,1.0,1.0,2.162536e-06,0.0,1.0,0.0,1618.73045356,1066.0
shook,1.0,1.0,7.269082e-05,1.0,0.0,0.0,1793.08164147,1066.0
omega,1.0,1.0,3.541494e-06,0.0,1.0,0.0,937.222894168,1067.0
width,1.0,1.0,1.4596e-05,0.0,1.0,0.0,1775.23887689,1067.0
revue,1.0,1.0,2.4688720000000003e-06,0.0,1.0,0.0,1436.51015119,1068.0
squad,1.0,1.0,6.1114920000000005e-06,0.0,1.0,0.0,1154.88552916,1068.0
tabby,1.0,1.0,8.702556e-07,0.0,1.0,0.0,1755.75421166,1069.0
fewer,1.0,1.0,1.974548e-05,0.0,1.0,0.0,1785.43066955,1069.0
unify,1.0,1.0,1.158548e-06,0.0,1.0,0.0,1755.1412527,1070.0
quill,1.0,1.0,1.358184e-06,0.0,1.0,0.0,2591.50799136,1070.0
teddy,1.0,1.0,5.228998e-06,0.0,1.0,0.0,1508.05010799,1070.0
issue,1.0,1.0,0.0001029751399999,0.0,1.0,0.0,937.234557235,1070.0
spook,1.0,1.0,6.244061999999999e-07,0.0,1.0,0.0,1837.06738661,1072.0
frill,1.0,1.0,2.1731520000000002e-07,0.0,1.0,0.0,1645.76241901,1073.0
troop,1.0,1.0,4.315542e-06,0.0,1.0,0.0,1435.2,1073.0
idyll,1.0,1.0,4.894658000000001e-07,0.0,1.0,0.0,2163.66177106,1077.0
krill,1.0,1.0,3.5670900000000005e-07,0.0,1.0,0.0,1519.47257019,1078.0
river,1.0,1.0,9.457312e-05,0.0,1.0,0.0,1357.81684665,1078.0
fixer,1.0,1.0,4.915233999999999e-07,0.0,1.0,0.0,1274.56803456,1079.0
spoof,1.0,1.0,2.8482660000000004e-07,0.0,1.0,0.0,1830.57278618,1080.0
rigor,1.0,1.0,1.975956e-06,0.0,1.0,0.0,1430.63282937,1080.0
swell,1.0,1.0,4.82468e-06,0.0,1.0,0.0,1238.03412527,1080.0
gecko,1.0,1.0,3.33516e-07,0.0,1.0,0.0,1260.25572354,1084.0
ditto,1.0,1.0,7.96328e-07,0.0,1.0,0.0,1540.03110151,1084.0
rarer,1.0,1.0,9.659218e-07,0.0,1.0,0.0,1151.32915767,1085.0
theta,1.0,1.0,1.208508e-06,0.0,1.0,0.0,1196.84276458,1085.0
fever,1.0,1.0,2.033988e-05,0.0,1.0,0.0,1938.55550756,1085.0
skulk,1.0,1.0,1.370992e-07,0.0,1.0,0.0,1853.78920086,1088.0
slyly,1.0,1.0,7.681978e-07,0.0,1.0,0.0,2195.37235421,1089.0
modem,1.0,1.0,1.1182042e-06,0.0,1.0,0.0,1474.14557235,1090.0
droop,1.0,1.0,8.235505999999999e-07,0.0,1.0,0.0,1758.54859611,1092.0
bingo,1.0,1.0,1.353458e-06,0.0,1.0,0.0,1554.95723542,1092.0
furor,1.0,1.0,3.95997e-07,0.0,1.0,0.0,1883.3075594,1093.0
cynic,1.0,1.0,6.164864e-07,1.0,0.0,0.0,2177.34298056,1094.0
radii,1.0,1.0,1.135962e-06,0.0,1.0,0.0,1117.24146868,1094.0
bleep,1.0,1.0,1.384136e-07,0.0,1.0,0.0,1517.68682505,1095.0
cabal,1.0,1.0,4.470776e-07,0.0,1.0,0.0,1728.52958963,1096.0
leggy,1.0,1.0,1.8012779999999997e-07,0.0,1.0,0.0,1736.05572354,1097.0
delve,1.0,1.0,1.439982e-06,0.0,1.0,0.0,1773.5537797,1097.0
alpha,1.0,1.0,1.23883e-05,0.0,1.0,0.0,1753.73390929,1097.0
essay,1.0,1.0,2.28702e-05,0.0,1.0,0.0,944.711447084,1097.0
manga,1.0,1.0,9.49052e-07,0.0,1.0,0.0,1951.54600432,1101.0
brood,1.0,1.0,2.092954e-06,0.0,1.0,0.0,1938.87343413,1103.0
vouch,1.0,1.0,6.864891999999999e-07,0.0,1.0,0.0,2088.01857451,1104.0
quilt,1.0,1.0,2.9969720000000003e-06,0.0,1.0,0.0,1512.63153348,1106.0
chill,1.0,1.0,9.243888e-06,0.0,1.0,0.0,2078.33174946,1107.0
askew,1.0,1.0,8.697334e-07,0.0,1.0,0.0,869.988768898,1109.0
minim,1.0,1.0,1.633376e-07,0.0,1.0,0.0,3371.71144708,1110.0
offer,1.0,1.0,8.4951e-05,0.0,1.0,0.0,1370.35421166,1112.0
kneed,1.0,1.0,3.29297e-07,0.0,1.0,0.0,1676.17192225,1113.0
funky,1.0,1.0,7.134438e-07,1.0,0.0,0.0,2532.78444924,1113.0
imply,1.0,1.0,1.12441e-05,0.0,1.0,0.0,1690.52397408,1114.0
photo,1.0,1.0,2.845882e-05,0.0,1.0,0.0,2110.92311015,1114.0
golly,1.0,1.0,3.343160000000001e-07,0.0,1.0,0.0,2067.20388769,1115.0
whirl,1.0,1.0,1.5420540000000002e-06,0.0,1.0,0.0,1221.74686825,1117.0
pagan,1.0,1.0,5.632424e-06,0.0,1.0,0.0,1813.91101512,1117.0
edify,1.0,1.0,1.7852300000000004e-07,0.0,1.0,0.0,1462.27084233,1119.0
needy,1.0,1.0,3.5299500000000004e-06,1.0,0.0,0.0,1494.35809935,1119.0
valid,1.0,1.0,2.209962e-05,0.0,1.0,0.0,1150.4574514,1120.0
plunk,1.0,1.0,1.320296e-07,0.0,1.0,0.0,1737.25399568,1121.0
filmy,1.0,1.0,3.443648e-07,0.0,1.0,0.0,1844.76112311,1121.0
rajah,1.0,1.0,6.407327999999999e-07,0.0,1.0,0.0,1876.07516199,1122.0
kneel,1.0,1.0,2.342318e-06,0.0,1.0,0.0,1320.75853132,1125.0
bevel,1.0,1.0,5.133253999999999e-07,0.0,1.0,0.0,1925.91058315,1128.0
shyly,1.0,1.0,1.5544e-06,1.0,0.0,0.0,1620.33434125,1128.0
enemy,1.0,1.0,5.0355540000000005e-05,1.0,0.0,0.0,1622.53390929,1128.0
milky,1.0,1.0,2.41711e-06,0.0,1.0,0.0,1707.412527,1129.0
adapt,1.0,1.0,1.099978e-05,0.0,1.0,0.0,1486.5174946,1131.0
thick,1.0,1.0,4.485326e-05,0.0,1.0,0.0,1821.13131749,1134.0
audio,1.0,1.0,1.0169972e-05,0.0,1.0,0.0,963.806479482,1136.0
clack,1.0,1.0,5.727301999999999e-07,0.0,1.0,0.0,2002.99352052,1138.0
obese,1.0,1.0,3.59957e-06,0.0,1.0,0.0,934.84838013,1138.0
flung,1.0,1.0,9.43271e-06,0.0,1.0,0.0,2059.52699784,1140.0
melee,1.0,1.0,6.812314e-07,0.0,1.0,0.0,1866.57840173,1142.0
blitz,1.0,1.0,1.1731806e-06,0.0,1.0,0.0,1747.73563715,1142.0
knack,1.0,1.0,1.3468700000000002e-06,0.0,1.0,0.0,2169.09028078,1142.0
hatch,1.0,1.0,5.031166e-06,0.0,1.0,0.0,1795.78444924,1143.0
catch,1.0,1.0,4.149696e-05,0.0,1.0,0.0,1783.1412527,1143.0
